report_date,location,location_type,data_field,data_field_code,time_period_year,time_period_week,value,unit
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_travel,PR0001,2015-2016,47-15,1,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_local,PR0002,2015-2016,47-15,706,cases
2016-04-27,United_States-Puerto_Rico,territory,yearly_reported_travel_cases,PR0003,NA,NA,NA,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_visitor,PR0004,2015-2016,47-15,1,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_hospitalized,PR0005,2015-2016,47-15,19,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_pregnant,PR0006,2015-2016,47-15,89,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_pregnant_s,PR0015,2015-2016,47-15,65,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_pregnant_a,PR0016,2015-2016,47-15,24,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_fatal,PR0007,2015-2016,47-15,1,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_gb,PR0008,2015-2016,47-15,5,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_age_group_1,PR0009,2015-2016,47-15,6,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_age_group_2,PR0010,2015-2016,47-15,8,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_age_group_3,PR0011,2015-2016,47-15,267,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_age_group_4,PR0012,2015-2016,47-15,240,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_age_group_5,PR0013,2015-2016,47-15,140,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_age_group_6,PR0014,2015-2016,47-15,46,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,47-52,10,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,1-15,697,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,42,0,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,43,0,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,44,0,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,45,0,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,46,0,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,47,1,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,44,0,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,49,0,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,50,2,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,51,1,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2015,52,6,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,1,5,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,2,9,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,3,11,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,4,19,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,5,46,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,6,72,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,7,74,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,8,67,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,9,53,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,10,66,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,11,64,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,12,51,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,13,57,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,14,49,cases
2016-04-27,United_States-Puerto_Rico,territory,zika_reported_cummulative,PR0000,2016,15,48,cases
